[Regions]					
Name	Chromosome	Start	End	Upstream Probe Length	Downstream Probe Length
chr1:183537574-183537790	chr1	183537574	183537790		
chr1:183538414-183538630	chr1	183538414	183538630		
chr1:183539254-183539470	chr1	183539254	183539470		
chr1:183546720-183546896	chr1	183546720	183546896		
chr1:183556015-183556191	chr1	183556015	183556191		
chr1:196716321-196716545	chr1	196716321	196716545		
chr1:197297805-197298036	chr1	197297805	197298036		
chr1:197326044-197326220	chr1	197326044	197326220		
chr1:197390434-197390902	chr1	197390434	197390902		
chr1:197396609-197396789	chr1	197396609	197396789		
chr1:197396853-197397110	chr1	197396853	197397110		
chr1:197398506-197398686	chr1	197398506	197398686		
chr1:197404224-197404400	chr1	197404224	197404400		
chr1:197411347-197411523	chr1	197411347	197411523		
chr1:197446836-197446990	chr1	197446836	197446990		
chr1:205112605-205112821	chr1	205112605	205112821		
chr1:205113445-205113661	chr1	205113445	205113661		
chr1:205114285-205114491	chr1	205114285	205114491		
chr1:205114670-205114790	chr1	205114670	205114790		
chr1:205114847-205115539	chr1	205114847	205115539		
chr1:205116089-205116564	chr1	205116089	205116564		
chr1:205116660-205116910	chr1	205116660	205116910		
chr1:205117002-205117252	chr1	205117002	205117252		
chr1:205117275-205117525	chr1	205117275	205117525		
chr1:205117629-205117831	chr1	205117629	205117831		
chr1:205118341-205118591	chr1	205118341	205118591		
chr1:205118757-205118877	chr1	205118757	205118877		
chr1:205119226-205119442	chr1	205119226	205119442		
chr1:205122034-205122250	chr1	205122034	205122250		
chr1:205126258-205126474	chr1	205126258	205126474		
chr1:207495077-207495253	chr1	207495077	207495253		
chr1:209789878-209790023	chr1	209789878	209790023		
chr1:209791180-209791489	chr1	209791180	209791489		
chr1:209796280-209796456	chr1	209796280	209796456		
chr1:209797268-209797444	chr1	209797268	209797444		
chr1:209798990-209799166	chr1	209798990	209799166		
chr1:209800842-209801018	chr1	209800842	209801018		
chr1:209805947-209806123	chr1	209805947	209806123		
chr1:209807850-209808026	chr1	209807850	209808026		
chr1:209823286-209823468	chr1	209823286	209823468		
chr1:215821952-215822139	chr1	215821952	215822139		
chr1:215844348-215844527	chr1	215844348	215844527		
chr1:215847903-215848079	chr1	215847903	215848079		
chr1:215848578-215848905	chr1	215848578	215848905		
chr1:215853647-215853792	chr1	215853647	215853792		
chr1:215901310-215901486	chr1	215901310	215901486		
chr1:215960114-215960290	chr1	215960114	215960290		
chr1:215987057-215987233	chr1	215987057	215987233		
chr1:216040399-216040575	chr1	216040399	216040575		
chr1:216052029-216052205	chr1	216052029	216052205		
chr1:216052297-216052497	chr1	216052297	216052497		
chr1:216143911-216144087	chr1	216143911	216144087		
chr1:216221805-216221981	chr1	216221805	216221981		
chr1:216246362-216246538	chr1	216246362	216246538		
chr1:216251408-216251584	chr1	216251408	216251584		
chr1:216258029-216258229	chr1	216258029	216258229		
chr1:216348601-216348777	chr1	216348601	216348777		
chr1:216371703-216371879	chr1	216371703	216371879		
chr1:216373336-216373512	chr1	216373336	216373512		
chr1:216380679-216380855	chr1	216380679	216380855		
chr1:216420451-216420627	chr1	216420451	216420627		
chr1:216424164-216424340	chr1	216424164	216424340		
chr1:216498714-216498890	chr1	216498714	216498890		
chr1:216500903-216501079	chr1	216500903	216501079		
chr1:216595226-216595515	chr1	216595226	216595515		
chr1:228362653-228362829	chr1	228362653	228362829		
chr1:235564799-235564955	chr1	235564799	235564955		
chr1:235577697-235577985	chr1	235577697	235577985		
chr1:235658039-235658239	chr1	235658039	235658239		
chr1:241667473-241667618	chr1	241667473	241667618		
chr2:3691453-3691630	chr2	3691453	3691630		
chr2:20202853-20203003	chr2	20202853	20203003		
chr2:20205859-20206009	chr2	20205859	20206009		
chr2:26417953-26418153	chr2	26417953	26418153		
chr2:26684692-26684837	chr2	26684692	26684837		
chr2:26698922-26699067	chr2	26698922	26699067		
chr2:27535472-27535648	chr2	27535472	27535648		
chr2:29293764-29293914	chr2	29293764	29293914		
chr2:29294103-29294253	chr2	29294103	29294253		
chr2:29294288-29294450	chr2	29294288	29294450		
chr2:29294719-29294869	chr2	29294719	29294869		
chr2:29296280-29296431	chr2	29296280	29296431		
chr2:29296497-29296725	chr2	29296497	29296725		
chr2:38297829-38298187	chr2	38297829	38298187		
chr2:38298318-38298494	chr2	38298318	38298494		
chr2:38301569-38302098	chr2	38301569	38302098		
chr2:38302250-38302630	chr2	38302250	38302630		
chr2:44407910-44408126	chr2	44407910	44408126		
chr2:44409134-44409350	chr2	44409134	44409350		
chr2:44409974-44410180	chr2	44409974	44410180		
chr2:44410359-44410479	chr2	44410359	44410479		
chr2:44428664-44428914	chr2	44428664	44428914		
chr2:44445046-44445296	chr2	44445046	44445296		
chr2:44460600-44460850	chr2	44460600	44460850		
chr2:44502787-44503132	chr2	44502787	44503132		
chr2:44513113-44513285	chr2	44513113	44513285		
chr2:44528080-44528330	chr2	44528080	44528330		
chr2:44539705-44539955	chr2	44539705	44539955		
chr2:44547490-44547692	chr2	44547490	44547692		
chr2:44559589-44559839	chr2	44559589	44559839		
chr2:44570871-44571121	chr2	44570871	44571121		
chr2:44589392-44589512	chr2	44589392	44589512		
chr2:44589813-44590029	chr2	44589813	44590029		
chr2:44591685-44591901	chr2	44591685	44591901		
chr2:44592861-44593077	chr2	44592861	44593077		
chr2:47592421-47592637	chr2	47592421	47592637		
chr2:47594173-47594389	chr2	47594173	47594389		
chr2:47595349-47595565	chr2	47595349	47595565		
chr2:47596166-47596286	chr2	47596166	47596286		
chr2:47596872-47597122	chr2	47596872	47597122		
chr2:47598887-47599137	chr2	47598887	47599137		
chr2:47600941-47601191	chr2	47600941	47601191		
chr2:47602280-47602530	chr2	47602280	47602530		
chr2:47604753-47605003	chr2	47604753	47605003		
chr2:47606013-47606263	chr2	47606013	47606263		
chr2:47606825-47607075	chr2	47606825	47607075		
chr2:47607549-47607799	chr2	47607549	47607799		
chr2:47611036-47611252	chr2	47611036	47611252		
chr2:47612511-47612761	chr2	47612511	47612761		
chr2:47614046-47614166	chr2	47614046	47614166		
chr2:47615955-47616171	chr2	47615955	47616171		
chr2:47616795-47617011	chr2	47616795	47617011		
chr2:47617947-47618163	chr2	47617947	47618163		
chr2:62063135-62063285	chr2	62063135	62063285		
chr2:62066499-62066644	chr2	62066499	62066644		
chr2:62066711-62066905	chr2	62066711	62066905		
chr2:62067061-62067211	chr2	62067061	62067211		
chr2:65237790-65237935	chr2	65237790	65237935		
chr2:65243641-65243818	chr2	65243641	65243818		
chr2:65247974-65248150	chr2	65247974	65248150		
chr2:71791128-71791304	chr2	71791128	71791304		
chr2:71795364-71795509	chr2	71795364	71795509		
chr2:71886034-71886210	chr2	71886034	71886210		
chr2:71887694-71887843	chr2	71887694	71887843		
chr2:71891450-71891673	chr2	71891450	71891673		
chr2:71892216-71892416	chr2	71892216	71892416		
chr2:71895896-71896072	chr2	71895896	71896072		
chr2:71913512-71913688	chr2	71913512	71913688		
chr2:73651525-73651701	chr2	73651525	73651701		
chr2:73716997-73717376	chr2	73716997	73717376		
chr2:73799900-73800076	chr2	73799900	73800076		
chr2:74166076-74166221	chr2	74166076	74166221		
chr2:74173758-74173958	chr2	74173758	74173958		
chr2:97427260-97427518	chr2	97427260	97427518		
chr2:97462765-97462915	chr2	97462765	97462915		
chr2:97464850-97465000	chr2	97464850	97465000		
chr2:98986430-98986580	chr2	98986430	98986580		
chr2:98994078-98994299	chr2	98994078	98994299		
chr2:98996680-98996830	chr2	98996680	98996830		
chr2:99008352-99008502	chr2	99008352	99008502		
chr2:99012369-99012822	chr2	99012369	99012822		
chr2:99012852-99013014	chr2	99012852	99013014		
chr2:99013118-99013402	chr2	99013118	99013402		
chr2:109545676-109545826	chr2	109545676	109545826		
chr2:109546598-109546748	chr2	109546598	109546748		
chr2:110878608-110878824	chr2	110878608	110878824		
chr2:110880288-110880504	chr2	110880288	110880504		
chr2:110881384-110881634	chr2	110881384	110881634		
chr2:110901043-110901293	chr2	110901043	110901293		
chr2:110917642-110917892	chr2	110917642	110917892		
chr2:110927306-110927498	chr2	110927306	110927498		
chr2:110958906-110959156	chr2	110958906	110959156		
chr2:110962410-110962660	chr2	110962410	110962660		
chr2:110962939-110963155	chr2	110962939	110963155		
chr2:110964811-110965027	chr2	110964811	110965027		
chr2:112776999-112777149	chr2	112776999	112777149		
chr2:152355711-152355911	chr2	152355711	152355911		
chr2:152357837-152358037	chr2	152357837	152358037		
chr2:152419132-152419308	chr2	152419132	152419308		
chr2:152426934-152427110	chr2	152426934	152427110		
chr2:152487262-152487407	chr2	152487262	152487407		
chr2:152500086-152500302	chr2	152500086	152500302		
chr2:152500926-152501142	chr2	152500926	152501142		
chr2:152501766-152501972	chr2	152501766	152501972		
chr2:152502368-152503208	chr2	152502368	152503208		
chr2:152503424-152504773	chr2	152503424	152504773		
chr2:152505481-152505697	chr2	152505481	152505697		
chr2:152506321-152506537	chr2	152506321	152506537		
chr2:152507233-152507449	chr2	152507233	152507449		
chr2:166611364-166611516	chr2	166611364	166611516		
chr2:167133574-167133719	chr2	167133574	167133719		
chr2:167144919-167145238	chr2	167144919	167145238		
chr2:169787245-169787390	chr2	169787245	169787390		
chr2:169792849-169793025	chr2	169792849	169793025		
chr2:169830174-169830350	chr2	169830174	169830350		
chr2:169836396-169836573	chr2	169836396	169836573		
chr2:169850251-169850427	chr2	169850251	169850427		
chr2:169874505-169874681	chr2	169874505	169874681		
chr2:170354061-170354211	chr2	170354061	170354211		
chr2:172305229-172305405	chr2	172305229	172305405		
chr2:172309600-172309776	chr2	172309600	172309776		
chr2:179319180-179319325	chr2	179319180	179319325		
chr2:179424712-179424888	chr2	179424712	179424888		
chr2:179453437-179453582	chr2	179453437	179453582		
chr2:182521422-182521567	chr2	182521422	182521567		
chr2:198363414-198363559	chr2	198363414	198363559		
chr2:210640570-210640722	chr2	210640570	210640722		
chr2:210818842-210819018	chr2	210818842	210819018		
chr2:211454836-211455012	chr2	211454836	211455012		
chr2:211466902-211467078	chr2	211466902	211467078		
chr2:211512637-211512782	chr2	211512637	211512782		
chr2:211513161-211513306	chr2	211513161	211513306		
chr2:211518754-211518899	chr2	211518754	211518899		
chr2:211532937-211533082	chr2	211532937	211533082		
chr2:215793528-215793744	chr2	215793528	215793744		
chr2:215794608-215794824	chr2	215794608	215794824		
chr2:215795448-215795664	chr2	215795448	215795664		
chr2:215796266-215798939	chr2	215796266	215798939		
chr2:215799647-215799863	chr2	215799647	215799863		
chr2:215801159-215801375	chr2	215801159	215801375		
chr2:215802191-215802407	chr2	215802191	215802407		
chr2:215809745-215809921	chr2	215809745	215809921		
chr2:215833366-215833542	chr2	215833366	215833542		
chr2:215846861-215847046	chr2	215846861	215847046		
chr2:215855518-215855694	chr2	215855518	215855694		
chr2:215865576-215865752	chr2	215865576	215865752		
chr2:215896470-215896646	chr2	215896470	215896646		
chr2:215909140-215909356	chr2	215909140	215909356		
chr2:215910484-215910700	chr2	215910484	215910700		
chr2:215911324-215911540	chr2	215911324	215911540		
chr2:215914318-215914567	chr2	215914318	215914567		
chr2:215914835-215915051	chr2	215914835	215915051		
chr2:215915675-215915891	chr2	215915675	215915891		
chr2:215916587-215916803	chr2	215916587	215916803		
chr2:215928851-215929027	chr2	215928851	215929027		
chr2:217284947-217285092	chr2	217284947	217285092		
chr2:217339961-217340137	chr2	217339961	217340137		
chr2:217342863-217343039	chr2	217342863	217343039		
chr2:219646914-219647090	chr2	219646914	219647090		
chr2:219674326-219674471	chr2	219674326	219674471		
chr2:219677347-219677918	chr2	219677347	219677918		
chr2:219678833-219679010	chr2	219678833	219679010		
chr2:220370906-220371082	chr2	220370906	220371082		
chr2:227895123-227895299	chr2	227895123	227895299		
chr2:227968637-227968820	chr2	227968637	227968820		
chr2:228029382-228029605	chr2	228029382	228029605		
chr2:228104865-228105041	chr2	228104865	228105041		
chr2:228137621-228137799	chr2	228137621	228137799		
chr2:228159907-228160083	chr2	228159907	228160083		
chr2:228173852-228174028	chr2	228173852	228174028		
chr2:238402097-238402247	chr2	238402097	238402247		
chr2:241808311-241808503	chr2	241808311	241808503		
chr2:241808643-241808880	chr2	241808643	241808880		
chr2:241810732-241810908	chr2	241810732	241810908		
chr2:241812363-241812539	chr2	241812363	241812539		
chr2:241813407-241813552	chr2	241813407	241813552		
chr2:241814442-241814676	chr2	241814442	241814676		
chr2:241815336-241815512	chr2	241815336	241815512		
chr2:241816867-241817100	chr2	241816867	241817100		
chr2:241817417-241817593	chr2	241817417	241817593		
chr3:4403837-4403982	chr3	4403837	4403982		
chr3:4490933-4491078	chr3	4490933	4491078		
chr3:14208652-14208798	chr3	14208652	14208798		
chr3:14712628-14712773	chr3	14712628	14712773		
chr3:15495333-15495517	chr3	15495333	15495517		
chr3:15499678-15499855	chr3	15499678	15499855		
chr3:15507773-15508044	chr3	15507773	15508044		
chr3:15520425-15520601	chr3	15520425	15520601		
chr3:15676913-15677058	chr3	15676913	15677058		
chr3:15683422-15683598	chr3	15683422	15683598		
chr3:15686900-15687076	chr3	15686900	15687076		
chr3:25773868-25774013	chr3	25773868	25774013		
chr3:25805543-25805719	chr3	25805543	25805719		
chr3:33087566-33087742	chr3	33087566	33087742		
chr3:33093271-33093565	chr3	33093271	33093565		
chr3:33099636-33099812	chr3	33099636	33099812		
chr3:33106923-33107091	chr3	33106923	33107091		
chr3:33165996-33166172	chr3	33165996	33166172		
chr3:33174024-33174200	chr3	33174024	33174200		
chr3:42218231-42218376	chr3	42218231	42218376		
chr3:42727615-42727791	chr3	42727615	42727791		
chr3:43121591-43121791	chr3	43121591	43121791		
chr3:43743909-43744085	chr3	43743909	43744085		
chr3:43752092-43752236	chr3	43752092	43752236		
chr3:43759223-43759454	chr3	43759223	43759454		
chr3:47038727-47038872	chr3	47038727	47038872		
chr3:47044170-47044346	chr3	47044170	47044346		
chr3:47048654-47048830	chr3	47048654	47048830		
chr3:47453098-47453276	chr3	47453098	47453276		
chr3:48610596-48610746	chr3	48610596	48610746		
chr3:48612164-48612314	chr3	48612164	48612314		
chr3:48612582-48612732	chr3	48612582	48612732		
chr3:48612786-48612936	chr3	48612786	48612936		
chr3:48618629-48618779	chr3	48618629	48618779		
chr3:48622429-48622579	chr3	48622429	48622579		
chr3:48626281-48626431	chr3	48626281	48626431		
chr3:48630459-48630609	chr3	48630459	48630609		
chr3:48896457-48896737	chr3	48896457	48896737		
chr3:49162743-49162919	chr3	49162743	49162919		
chr3:49166061-49166237	chr3	49166061	49166237		
chr3:49456727-49456910	chr3	49456727	49456910		
chr3:49459597-49459742	chr3	49459597	49459742		
chr3:49568611-49568787	chr3	49568611	49568787		
chr3:49759416-49759561	chr3	49759416	49759561		
chr3:49759700-49759876	chr3	49759700	49759876		
chr3:49760056-49760232	chr3	49760056	49760232		
chr3:52180982-52181127	chr3	52180982	52181127		
chr3:53265472-53265618	chr3	53265472	53265618		
chr3:69037383-69037528	chr3	69037383	69037528		
chr3:81533848-81534064	chr3	81533848	81534064		
chr3:81534688-81534904	chr3	81534688	81534904		
chr3:81535528-81535744	chr3	81535528	81535744		
chr3:81536249-81536369	chr3	81536249	81536369		
chr3:81537877-81538127	chr3	81537877	81538127		
chr3:81538464-81538714	chr3	81538464	81538714		
chr3:81538912-81539162	chr3	81538912	81539162		
chr3:81539233-81539483	chr3	81539233	81539483		
chr3:81539724-81539974	chr3	81539724	81539974		
chr3:81540787-81541037	chr3	81540787	81541037		
chr3:81541318-81541568	chr3	81541318	81541568		
chr3:81542213-81542463	chr3	81542213	81542463		
chr3:81542851-81542971	chr3	81542851	81542971		
chr3:81543272-81543488	chr3	81543272	81543488		
chr3:81544520-81544736	chr3	81544520	81544736		
chr3:81545360-81545576	chr3	81545360	81545576		
chr3:97506775-97506920	chr3	97506775	97506920		
chr3:120392148-120392364	chr3	120392148	120392364		
chr3:120392988-120393204	chr3	120392988	120393204		
chr3:120393828-120394034	chr3	120393828	120394034		
chr3:120394334-120394982	chr3	120394334	120394982		
chr3:120395450-120395666	chr3	120395450	120395666		
chr3:120396746-120396962	chr3	120396746	120396962		
chr3:120397586-120397802	chr3	120397586	120397802		
chr3:122056316-122056492	chr3	122056316	122056492		
chr3:133666008-133666208	chr3	133666008	133666208		
chr3:134343897-134344073	chr3	134343897	134344073		
chr3:134369678-134369824	chr3	134369678	134369824		
chr3:136045627-136045827	chr3	136045627	136045827		
chr3:148837412-148837628	chr3	148837412	148837628		
chr3:148838252-148838468	chr3	148838252	148838468		
chr3:148842356-148842572	chr3	148842356	148842572		
chr3:148844870-148845120	chr3	148844870	148845120		
chr3:148845942-148846192	chr3	148845942	148846192		
chr3:148846556-148846806	chr3	148846556	148846806		
chr3:148846832-148847718	chr3	148846832	148847718		
chr3:148847801-148848051	chr3	148847801	148848051		
chr3:148848296-148848416	chr3	148848296	148848416		
chr3:148848717-148848933	chr3	148848717	148848933		
chr3:148851957-148852173	chr3	148851957	148852173		
chr3:148852797-148853013	chr3	148852797	148853013		
chr3:148863261-148863406	chr3	148863261	148863406		
chr3:148875245-148875395	chr3	148875245	148875395		
chr3:148881552-148881702	chr3	148881552	148881702		
chr3:150645794-150646073	chr3	150645794	150646073		
chr3:150659268-150659555	chr3	150659268	150659555		
chr3:150690188-150690424	chr3	150690188	150690424		
chr3:169482654-169482854	chr3	169482654	169482854		
chr3:170722973-170723236	chr3	170722973	170723236		
chr3:170723697-170723873	chr3	170723697	170723873		
chr3:170727795-170727971	chr3	170727795	170727971		
chr3:185245543-185245759	chr3	185245543	185245759		
chr3:185247031-185247247	chr3	185247031	185247247		
chr3:185251375-185251591	chr3	185251375	185251591		
chr3:185252567-185252815	chr3	185252567	185252815		
chr3:185254017-185254233	chr3	185254017	185254233		
chr3:185254953-185255169	chr3	185254953	185255169		
chr3:185255865-185256081	chr3	185255865	185256081		
chr3:186953596-186953772	chr3	186953596	186953772		
chr3:189691648-189691798	chr3	189691648	189691798		
chr4:619768-619918	chr4	619768	619918		
chr4:652681-652831	chr4	652681	652831		
chr4:981554-981746	chr4	981554	981746		
chr4:995829-996005	chr4	995829	996005		
chr4:996107-996252	chr4	996107	996252		
chr4:996459-996635	chr4	996459	996635		
chr4:997130-997306	chr4	997130	997306		
chr4:1806019-1806219	chr4	1806019	1806219		
chr4:1807271-1807471	chr4	1807271	1807471		
chr4:6302677-6302830	chr4	6302677	6302830		
chr4:6303121-6303370	chr4	6303121	6303370		
chr4:6304037-6304187	chr4	6304037	6304187		
chr4:13383101-13383301	chr4	13383101	13383301		
chr4:15504036-15504212	chr4	15504036	15504212		
chr4:25146348-25146493	chr4	25146348	25146493		
chr4:25153598-25153743	chr4	25153598	25153743		
chr4:25160587-25160763	chr4	25160587	25160763		
chr4:42067270-42067417	chr4	42067270	42067417		
chr4:47938896-47939046	chr4	47938896	47939046		
chr4:47954550-47954700	chr4	47954550	47954700		
chr4:56284261-56284406	chr4	56284261	56284406		
chr4:72319225-72319401	chr4	72319225	72319401		
chr4:72412004-72412149	chr4	72412004	72412149		
chr4:96036801-96036951	chr4	96036801	96036951		
chr4:100060419-100060635	chr4	100060419	100060635		
chr4:100063059-100063251	chr4	100063059	100063251		
chr4:100063444-100063564	chr4	100063444	100063564		
chr4:100124376-100124626	chr4	100124376	100124626		
chr4:100228221-100228471	chr4	100228221	100228471		
chr4:100264076-100264196	chr4	100264076	100264196		
chr4:100341741-100341991	chr4	100341741	100341991		
chr4:100469089-100469339	chr4	100469089	100469339		
chr4:100471990-100472166	chr4	100471990	100472166		
chr4:100474895-100475071	chr4	100474895	100475071		
chr4:100502984-100503160	chr4	100502984	100503160		
chr4:100504512-100504688	chr4	100504512	100504688		
chr4:100512755-100512995	chr4	100512755	100512995		
chr4:100534192-100534336	chr4	100534192	100534336		
chr4:100543840-100543985	chr4	100543840	100543985		
chr4:100545032-100545152	chr4	100545032	100545152		
chr4:100545453-100545669	chr4	100545453	100545669		
chr4:100550637-100550853	chr4	100550637	100550853		
chr4:107249225-107249402	chr4	107249225	107249402		
